country,actual,continent,year,type,value,rank,direction,sex
Mali,Africa,Africa,2013,male_suicide,5.6,7,lowest,Male
Liberia,Africa,Africa,2013,male_suicide,5.9,8,lowest,Male
Nigeria,Africa,Africa,2013,male_suicide,5.9,9,lowest,Male
Libya,Africa,Africa,2013,male_suicide,6.4,10,lowest,Male
Lesotho,Africa,Africa,2013,female_suicide,37.5,1,highest,Female
Eswatini,Africa,Africa,2013,female_suicide,17.9,2,highest,Female
Zimbabwe,Africa,Africa,2013,female_suicide,14.5,3,highest,Female
South Africa,Africa,Africa,2013,female_suicide,9.7,4,highest,Female
Botswana,Africa,Africa,2013,female_suicide,7.9,5,highest,Female
Mozambique,Africa,Africa,2013,female_suicide,7.1,6,highest,Female
Central African Rep.,Africa,Africa,2013,female_suicide,6.3,7,highest,Female
Djibouti,Africa,Africa,2013,female_suicide,6,8,highest,Female
Morocco,Africa,Africa,2013,female_suicide,5.8,9,highest,Female
Equatorial Guinea,Africa,Africa,2013,female_suicide,5.7,10,highest,Female
Sao Tome and Principe,Africa,Africa,2013,female_suicide,0.8,1,lowest,Female
Seychelles,Africa,Africa,2013,female_suicide,1.5,2,lowest,Female
Ghana,Africa,Africa,2013,female_suicide,1.7,3,lowest,Female
Uganda,Africa,Africa,2013,female_suicide,1.7,4,lowest,Female
South Sudan,Africa,Africa,2013,female_suicide,1.9,5,lowest,Female
Dominican Republic,Africa,Africa,2013,female_suicide,2,6,lowest,Female
Algeria,Africa,Africa,2013,female_suicide,2.1,7,lowest,Female
Tunisia,Africa,Africa,2013,female_suicide,2.1,8,lowest,Female
Nigeria,Africa,Africa,2013,female_suicide,2.2,9,lowest,Female
Tanzania,Africa,Africa,2013,female_suicide,2.2,10,lowest,Female
Lesotho,Africa,Africa,2012,both_suicide,79.1,1,highest,All
Eswatini,Africa,Africa,2012,both_suicide,47.6,2,highest,All
South Africa,Africa,Africa,2012,both_suicide,22.9,3,highest,All
Botswana,Africa,Africa,2012,both_suicide,22.6,4,highest,All
Zimbabwe,Africa,Africa,2012,both_suicide,19.7,5,highest,All
Mozambique,Africa,Africa,2012,both_suicide,15.7,6,highest,All
Cabo Verde,Africa,Africa,2012,both_suicide,14.9,7,highest,All
Central African Rep.,Africa,Africa,2012,both_suicide,14.7,8,highest,All
Eritrea,Africa,Africa,2012,both_suicide,12.3,9,highest,All
Côte d'Ivoire,Africa,Africa,2012,both_suicide,11.3,10,highest,All
Sao Tome and Principe,Africa,Africa,2012,both_suicide,1.5,1,lowest,All
Algeria,Africa,Africa,2012,both_suicide,2.9,2,lowest,All
Mauritania,Africa,Africa,2012,both_suicide,3.1,3,lowest,All
Tunisia,Africa,Africa,2012,both_suicide,3.4,4,lowest,All
South Sudan,Africa,Africa,2012,both_suicide,3.7,5,lowest,All
Sudan,Africa,Africa,2012,both_suicide,4,6,lowest,All
Nigeria,Africa,Africa,2012,both_suicide,4.2,7,lowest,All
Tanzania,Africa,Africa,2012,both_suicide,4.3,8,lowest,All
Nicaragua,Africa,Africa,2012,both_suicide,4.4,9,lowest,All
Mali,Africa,Africa,2012,both_suicide,4.5,10,lowest,All
Lesotho,Africa,Africa,2012,male_suicide,125.9,1,highest,Male
Eswatini,Africa,Africa,2012,male_suicide,77.7,2,highest,Male
Botswana,Africa,Africa,2012,male_suicide,37.8,3,highest,Male
South Africa,Africa,Africa,2012,male_suicide,36,4,highest,Male
Zimbabwe,Africa,Africa,2012,male_suicide,25.6,5,highest,Male
Cabo Verde,Africa,Africa,2012,male_suicide,24.8,6,highest,Male
Mozambique,Africa,Africa,2012,male_suicide,24.4,7,highest,Male
Central African Rep.,Africa,Africa,2012,male_suicide,23,8,highest,Male
Eritrea,Africa,Africa,2012,male_suicide,18.8,9,highest,Male
Côte d'Ivoire,Africa,Africa,2012,male_suicide,18.5,10,highest,Male
Sao Tome and Principe,Africa,Africa,2012,male_suicide,2.1,1,lowest,Male
Algeria,Africa,Africa,2012,male_suicide,3.7,2,lowest,Male
Mauritania,Africa,Africa,2012,male_suicide,4,3,lowest,Male
Tunisia,Africa,Africa,2012,male_suicide,4.6,4,lowest,Male
Sudan,Africa,Africa,2012,male_suicide,5.1,5,lowest,Male
South Sudan,Africa,Africa,2012,male_suicide,5.4,6,lowest,Male
Mali,Africa,Africa,2012,male_suicide,5.6,7,lowest,Male
Liberia,Africa,Africa,2012,male_suicide,6,8,lowest,Male
Nigeria,Africa,Africa,2012,male_suicide,6.1,9,lowest,Male
Tanzania,Africa,Africa,2012,male_suicide,6.2,10,lowest,Male
Lesotho,Africa,Africa,2012,female_suicide,34.5,1,highest,Female
Eswatini,Africa,Africa,2012,female_suicide,20.4,2,highest,Female
Zimbabwe,Africa,Africa,2012,female_suicide,14.3,3,highest,Female
South Africa,Africa,Africa,2012,female_suicide,10.1,4,highest,Female
Botswana,Africa,Africa,2012,female_suicide,8.3,5,highest,Female
Mozambique,Africa,Africa,2012,female_suicide,7.6,6,highest,Female
Central African Rep.,Africa,Africa,2012,female_suicide,6.6,7,highest,Female
Equatorial Guinea,Africa,Africa,2012,female_suicide,6.1,8,highest,Female
Congo,Africa,Africa,2012,female_suicide,6,9,highest,Female
Morocco,Africa,Africa,2012,female_suicide,6,10,highest,Female
Sao Tome and Principe,Africa,Africa,2012,female_suicide,0.9,1,lowest,Female
Seychelles,Africa,Africa,2012,female_suicide,1.6,2,lowest,Female
Ghana,Africa,Africa,2012,female_suicide,1.8,3,lowest,Female
Dominican Republic,Africa,Africa,2012,female_suicide,1.9,4,lowest,Female
South Sudan,Africa,Africa,2012,female_suicide,2,5,lowest,Female
Uganda,Africa,Africa,2012,female_suicide,2,6,lowest,Female
Algeria,Africa,Africa,2012,female_suicide,2.1,7,lowest,Female
Tunisia,Africa,Africa,2012,female_suicide,2.1,8,lowest,Female
Nigeria,Africa,Africa,2012,female_suicide,2.2,9,lowest,Female
Mauritania,Africa,Africa,2012,female_suicide,2.3,10,lowest,Female
Lesotho,Africa,Africa,2011,both_suicide,69.5,1,highest,All
Eswatini,Africa,Africa,2011,both_suicide,47,2,highest,All
Botswana,Africa,Africa,2011,both_suicide,22.7,3,highest,All
South Africa,Africa,Africa,2011,both_suicide,22.4,4,highest,All
Zimbabwe,Africa,Africa,2011,both_suicide,20.7,5,highest,All
Central African Rep.,Africa,Africa,2011,both_suicide,15.4,6,highest,All
Mozambique,Africa,Africa,2011,both_suicide,15.3,7,highest,All
Cabo Verde,Africa,Africa,2011,both_suicide,14.8,8,highest,All
Eritrea,Africa,Africa,2011,both_suicide,12.5,9,highest,All
Namibia,Africa,Africa,2011,both_suicide,11.4,10,highest,All
Sao Tome and Principe,Africa,Africa,2011,both_suicide,1.4,1,lowest,All
Algeria,Africa,Africa,2011,both_suicide,3,2,lowest,All
Mauritania,Africa,Africa,2011,both_suicide,3,3,lowest,All
Tunisia,Africa,Africa,2011,both_suicide,3.4,4,lowest,All
South Sudan,Africa,Africa,2011,both_suicide,3.6,5,lowest,All
Sudan,Africa,Africa,2011,both_suicide,4.1,6,lowest,All
Nigeria,Africa,Africa,2011,both_suicide,4.4,7,lowest,All
Mali,Africa,Africa,2011,both_suicide,4.5,8,lowest,All
Tanzania,Africa,Africa,2011,both_suicide,4.8,9,lowest,All
Dominican Republic,Africa,Africa,2011,both_suicide,4.9,10,lowest,All
Lesotho,Africa,Africa,2011,male_suicide,111.8,1,highest,Male
Eswatini,Africa,Africa,2011,male_suicide,75.8,2,highest,Male
Botswana,Africa,Africa,2011,male_suicide,37.2,3,highest,Male
South Africa,Africa,Africa,2011,male_suicide,34.1,4,highest,Male
Zimbabwe,Africa,Africa,2011,male_suicide,26.8,5,highest,Male
Cabo Verde,Africa,Africa,2011,male_suicide,24.8,6,highest,Male
Mozambique,Africa,Africa,2011,male_suicide,23.9,7,highest,Male
Central African Rep.,Africa,Africa,2011,male_suicide,23.8,8,highest,Male
Namibia,Africa,Africa,2011,male_suicide,19.5,9,highest,Male
Eritrea,Africa,Africa,2011,male_suicide,19.2,10,highest,Male
Sao Tome and Principe,Africa,Africa,2011,male_suicide,2,1,lowest,Male
Algeria,Africa,Africa,2011,male_suicide,3.7,2,lowest,Male
Mauritania,Africa,Africa,2011,male_suicide,3.8,3,lowest,Male
Tunisia,Africa,Africa,2011,male_suicide,4.7,4,lowest,Male
South Sudan,Africa,Africa,2011,male_suicide,5.3,5,lowest,Male
Sudan,Africa,Africa,2011,male_suicide,5.3,6,lowest,Male
Mali,Africa,Africa,2011,male_suicide,5.6,7,lowest,Male
Liberia,Africa,Africa,2011,male_suicide,6,8,lowest,Male
Comoros,Africa,Africa,2011,male_suicide,6.3,9,lowest,Male
Nigeria,Africa,Africa,2011,male_suicide,6.3,10,lowest,Male
Lesotho,Africa,Africa,2011,female_suicide,29.4,1,highest,Female
Eswatini,Africa,Africa,2011,female_suicide,21.3,2,highest,Female
Zimbabwe,Africa,Africa,2011,female_suicide,15.2,3,highest,Female
South Africa,Africa,Africa,2011,female_suicide,11,4,highest,Female
Botswana,Africa,Africa,2011,female_suicide,8.8,5,highest,Female
Mozambique,Africa,Africa,2011,female_suicide,7.2,6,highest,Female
Central African Rep.,Africa,Africa,2011,female_suicide,7.1,7,highest,Female
Equatorial Guinea,Africa,Africa,2011,female_suicide,6.5,8,highest,Female
Morocco,Africa,Africa,2011,female_suicide,6.2,9,highest,Female
Congo,Africa,Africa,2011,female_suicide,5.9,10,highest,Female
Sao Tome and Principe,Africa,Africa,2011,female_suicide,0.8,1,lowest,Female
Seychelles,Africa,Africa,2011,female_suicide,1.5,2,lowest,Female
Dominican Republic,Africa,Africa,2011,female_suicide,1.8,3,lowest,Female
Ghana,Africa,Africa,2011,female_suicide,1.8,4,lowest,Female
South Sudan,Africa,Africa,2011,female_suicide,1.9,5,lowest,Female
Tunisia,Africa,Africa,2011,female_suicide,2.1,6,lowest,Female
Algeria,Africa,Africa,2011,female_suicide,2.2,7,lowest,Female
Mauritania,Africa,Africa,2011,female_suicide,2.3,8,lowest,Female
Nigeria,Africa,Africa,2011,female_suicide,2.3,9,lowest,Female
Uganda,Africa,Africa,2011,female_suicide,2.5,10,lowest,Female
Lesotho,Africa,Africa,2010,both_suicide,65.4,1,highest,All
Eswatini,Africa,Africa,2010,both_suicide,50.4,2,highest,All
South Africa,Africa,Africa,2010,both_suicide,24.6,3,highest,All
Botswana,Africa,Africa,2010,both_suicide,24.4,4,highest,All
Zimbabwe,Africa,Africa,2010,both_suicide,21.5,5,highest,All
Central African Rep.,Africa,Africa,2010,both_suicide,15.8,6,highest,All
Mozambique,Africa,Africa,2010,both_suicide,14.9,7,highest,All
Cabo Verde,Africa,Africa,2010,both_suicide,14.8,8,highest,All
Namibia,Africa,Africa,2010,both_suicide,12.9,9,highest,All
Eritrea,Africa,Africa,2010,both_suicide,12.7,10,highest,All
Sao Tome and Principe,Africa,Africa,2010,both_suicide,1.5,1,lowest,All
Algeria,Africa,Africa,2010,both_suicide,3,2,lowest,All
Mauritania,Africa,Africa,2010,both_suicide,3.1,3,lowest,All
Tunisia,Africa,Africa,2010,both_suicide,3.5,4,lowest,All
South Sudan,Africa,Africa,2010,both_suicide,3.7,5,lowest,All
Sudan,Africa,Africa,2010,both_suicide,4,6,lowest,All
Nigeria,Africa,Africa,2010,both_suicide,4.4,7,lowest,All
Mali,Africa,Africa,2010,both_suicide,4.5,8,lowest,All
Dominican Republic,Africa,Africa,2010,both_suicide,4.7,9,lowest,All
Nicaragua,Africa,Africa,2010,both_suicide,4.8,10,lowest,All
Lesotho,Africa,Africa,2010,male_suicide,107.2,1,highest,Male
Eswatini,Africa,Africa,2010,male_suicide,78.7,2,highest,Male
Botswana,Africa,Africa,2010,male_suicide,41,3,highest,Male
South Africa,Africa,Africa,2010,male_suicide,37.3,4,highest,Male
Zimbabwe,Africa,Africa,2010,male_suicide,26.2,5,highest,Male
Cabo Verde,Africa,Africa,2010,male_suicide,24.7,6,highest,Male
Central African Rep.,Africa,Africa,2010,male_suicide,24.3,7,highest,Male
Mozambique,Africa,Africa,2010,male_suicide,23.5,8,highest,Male
Namibia,Africa,Africa,2010,male_suicide,21.3,9,highest,Male
Eritrea,Africa,Africa,2010,male_suicide,19.5,10,highest,Male
Sao Tome and Principe,Africa,Africa,2010,male_suicide,2.1,1,lowest,Male
Algeria,Africa,Africa,2010,male_suicide,3.8,2,lowest,Male
Mauritania,Africa,Africa,2010,male_suicide,3.9,3,lowest,Male
Tunisia,Africa,Africa,2010,male_suicide,4.7,4,lowest,Male
Sudan,Africa,Africa,2010,male_suicide,5.2,5,lowest,Male
South Sudan,Africa,Africa,2010,male_suicide,5.3,6,lowest,Male
Mali,Africa,Africa,2010,male_suicide,5.5,7,lowest,Male
Liberia,Africa,Africa,2010,male_suicide,5.9,8,lowest,Male
Nigeria,Africa,Africa,2010,male_suicide,6.4,9,lowest,Male
Comoros,Africa,Africa,2010,male_suicide,7,10,lowest,Male
Lesotho,Africa,Africa,2010,female_suicide,25.9,1,highest,Female
Eswatini,Africa,Africa,2010,female_suicide,25.1,2,highest,Female
Zimbabwe,Africa,Africa,2010,female_suicide,17.2,3,highest,Female
South Africa,Africa,Africa,2010,female_suicide,12.3,4,highest,Female
Botswana,Africa,Africa,2010,female_suicide,8.5,5,highest,Female
Central African Rep.,Africa,Africa,2010,female_suicide,7.4,6,highest,Female
Equatorial Guinea,Africa,Africa,2010,female_suicide,6.9,7,highest,Female
Mozambique,Africa,Africa,2010,female_suicide,6.9,8,highest,Female
Congo,Africa,Africa,2010,female_suicide,6.4,9,highest,Female
Morocco,Africa,Africa,2010,female_suicide,6.4,10,highest,Female
Sao Tome and Principe,Africa,Africa,2010,female_suicide,0.8,1,lowest,Female
Seychelles,Africa,Africa,2010,female_suicide,1.6,2,lowest,Female
Dominican Republic,Africa,Africa,2010,female_suicide,1.7,3,lowest,Female
Ghana,Africa,Africa,2010,female_suicide,2,4,lowest,Female
South Sudan,Africa,Africa,2010,female_suicide,2,5,lowest,Female
Algeria,Africa,Africa,2010,female_suicide,2.2,6,lowest,Female
Tunisia,Africa,Africa,2010,female_suicide,2.2,7,lowest,Female
Mauritania,Africa,Africa,2010,female_suicide,2.3,8,lowest,Female
Nicaragua,Africa,Africa,2010,female_suicide,2.3,9,lowest,Female
Nigeria,Africa,Africa,2010,female_suicide,2.4,10,lowest,Female
Lesotho,Africa,Africa,2009,both_suicide,63.3,1,highest,All
Eswatini,Africa,Africa,2009,both_suicide,54.2,2,highest,All
South Africa,Africa,Africa,2009,both_suicide,26.7,3,highest,All
Botswana,Africa,Africa,2009,both_suicide,25.1,4,highest,All
Zimbabwe,Africa,Africa,2009,both_suicide,22.2,5,highest,All
Central African Rep.,Africa,Africa,2009,both_suicide,16,6,highest,All
Mozambique,Africa,Africa,2009,both_suicide,14.5,7,highest,All
Cabo Verde,Africa,Africa,2009,both_suicide,14.4,8,highest,All
Namibia,Africa,Africa,2009,both_suicide,13.1,9,highest,All
Eritrea,Africa,Africa,2009,both_suicide,13,10,highest,All
Sao Tome and Principe,Africa,Africa,2009,both_suicide,1.5,1,lowest,All
Mauritania,Africa,Africa,2009,both_suicide,3.1,2,lowest,All
Algeria,Africa,Africa,2009,both_suicide,3.2,3,lowest,All
Tunisia,Africa,Africa,2009,both_suicide,3.5,4,lowest,All
South Sudan,Africa,Africa,2009,both_suicide,3.7,5,lowest,All
Sudan,Africa,Africa,2009,both_suicide,4.1,6,lowest,All
Nigeria,Africa,Africa,2009,both_suicide,4.5,7,lowest,All
Mali,Africa,Africa,2009,both_suicide,4.6,8,lowest,All
Liberia,Africa,Africa,2009,both_suicide,4.8,9,lowest,All
Dominican Republic,Africa,Africa,2009,both_suicide,4.9,10,lowest,All
Lesotho,Africa,Africa,2009,male_suicide,102.8,1,highest,Male
Eswatini,Africa,Africa,2009,male_suicide,82.8,2,highest,Male
South Africa,Africa,Africa,2009,male_suicide,40.9,3,highest,Male
Botswana,Africa,Africa,2009,male_suicide,40.7,4,highest,Male
Central African Rep.,Africa,Africa,2009,male_suicide,24.7,5,highest,Male
Zimbabwe,Africa,Africa,2009,male_suicide,24.5,6,highest,Male
Cabo Verde,Africa,Africa,2009,male_suicide,24.1,7,highest,Male
Mozambique,Africa,Africa,2009,male_suicide,23,8,highest,Male
Namibia,Africa,Africa,2009,male_suicide,21.3,9,highest,Male
Eritrea,Africa,Africa,2009,male_suicide,19.9,10,highest,Male
Sao Tome and Principe,Africa,Africa,2009,male_suicide,2.1,1,lowest,Male
Mauritania,Africa,Africa,2009,male_suicide,3.9,2,lowest,Male
Algeria,Africa,Africa,2009,male_suicide,4,3,lowest,Male
Tunisia,Africa,Africa,2009,male_suicide,4.8,4,lowest,Male
Sudan,Africa,Africa,2009,male_suicide,5.2,5,lowest,Male
South Sudan,Africa,Africa,2009,male_suicide,5.4,6,lowest,Male
Liberia,Africa,Africa,2009,male_suicide,5.7,7,lowest,Male
Mali,Africa,Africa,2009,male_suicide,5.7,8,lowest,Male
Comoros,Africa,Africa,2009,male_suicide,6.2,9,lowest,Male
Nigeria,Africa,Africa,2009,male_suicide,6.5,10,lowest,Male
Eswatini,Africa,Africa,2009,female_suicide,28.8,1,highest,Female
Lesotho,Africa,Africa,2009,female_suicide,26,2,highest,Female
Zimbabwe,Africa,Africa,2009,female_suicide,20.1,3,highest,Female
South Africa,Africa,Africa,2009,female_suicide,13,4,highest,Female
Botswana,Africa,Africa,2009,female_suicide,10.1,5,highest,Female
Central African Rep.,Africa,Africa,2009,female_suicide,7.4,6,highest,Female
Equatorial Guinea,Africa,Africa,2009,female_suicide,6.9,7,highest,Female
Congo,Africa,Africa,2009,female_suicide,6.7,8,highest,Female
Morocco,Africa,Africa,2009,female_suicide,6.6,9,highest,Female
Mozambique,Africa,Africa,2009,female_suicide,6.6,10,highest,Female
Sao Tome and Principe,Africa,Africa,2009,female_suicide,0.9,1,lowest,Female
Seychelles,Africa,Africa,2009,female_suicide,1.6,2,lowest,Female
Dominican Republic,Africa,Africa,2009,female_suicide,1.8,3,lowest,Female
Ghana,Africa,Africa,2009,female_suicide,2,4,lowest,Female
South Sudan,Africa,Africa,2009,female_suicide,2,5,lowest,Female
Algeria,Africa,Africa,2009,female_suicide,2.3,6,lowest,Female
Tunisia,Africa,Africa,2009,female_suicide,2.3,7,lowest,Female
Mauritania,Africa,Africa,2009,female_suicide,2.4,8,lowest,Female
Nigeria,Africa,Africa,2009,female_suicide,2.5,9,lowest,Female
Angola,Africa,Africa,2009,female_suicide,2.7,10,lowest,Female
Lesotho,Africa,Africa,2008,both_suicide,57.8,1,highest,All
Eswatini,Africa,Africa,2008,both_suicide,55,2,highest,All
Botswana,Africa,Africa,2008,both_suicide,28.4,3,highest,All
South Africa,Africa,Africa,2008,both_suicide,26.7,4,highest,All
Zimbabwe,Africa,Africa,2008,both_suicide,20.1,5,highest,All
Central African Rep.,Africa,Africa,2008,both_suicide,15.1,6,highest,All
Namibia,Africa,Africa,2008,both_suicide,14.1,7,highest,All
Cabo Verde,Africa,Africa,2008,both_suicide,14,8,highest,All
Mozambique,Africa,Africa,2008,both_suicide,13.5,9,highest,All
Eritrea,Africa,Africa,2008,both_suicide,13.3,10,highest,All
Sao Tome and Principe,Africa,Africa,2008,both_suicide,1.6,1,lowest,All
Mauritania,Africa,Africa,2008,both_suicide,3.1,2,lowest,All
Algeria,Africa,Africa,2008,both_suicide,3.4,3,lowest,All
Tunisia,Africa,Africa,2008,both_suicide,3.5,4,lowest,All
South Sudan,Africa,Africa,2008,both_suicide,3.8,5,lowest,All
Sudan,Africa,Africa,2008,both_suicide,4.1,6,lowest,All
Mali,Africa,Africa,2008,both_suicide,4.6,7,lowest,All
Nigeria,Africa,Africa,2008,both_suicide,4.6,8,lowest,All
Dominican Republic,Africa,Africa,2008,both_suicide,4.8,9,lowest,All
Liberia,Africa,Africa,2008,both_suicide,4.8,10,lowest,All
Lesotho,Africa,Africa,2008,male_suicide,91.6,1,highest,Male
Eswatini,Africa,Africa,2008,male_suicide,82.9,2,highest,Male
Botswana,Africa,Africa,2008,male_suicide,43.2,3,highest,Male
South Africa,Africa,Africa,2008,male_suicide,40.9,4,highest,Male
Central African Rep.,Africa,Africa,2008,male_suicide,23.4,5,highest,Male
Cabo Verde,Africa,Africa,2008,male_suicide,23.3,6,highest,Male
Namibia,Africa,Africa,2008,male_suicide,23.3,7,highest,Male
Mozambique,Africa,Africa,2008,male_suicide,21.6,8,highest,Male
Zimbabwe,Africa,Africa,2008,male_suicide,20.9,9,highest,Male
Eritrea,Africa,Africa,2008,male_suicide,20.4,10,highest,Male
Sao Tome and Principe,Africa,Africa,2008,male_suicide,2.2,1,lowest,Male
Mauritania,Africa,Africa,2008,male_suicide,3.9,2,lowest,Male
Algeria,Africa,Africa,2008,male_suicide,4.3,3,lowest,Male
Tunisia,Africa,Africa,2008,male_suicide,4.8,4,lowest,Male
Sudan,Africa,Africa,2008,male_suicide,5.2,5,lowest,Male
Liberia,Africa,Africa,2008,male_suicide,5.5,6,lowest,Male
South Sudan,Africa,Africa,2008,male_suicide,5.5,7,lowest,Male
Mali,Africa,Africa,2008,male_suicide,5.7,8,lowest,Male
Nigeria,Africa,Africa,2008,male_suicide,6.6,9,lowest,Male
Comoros,Africa,Africa,2008,male_suicide,6.8,10,lowest,Male
Eswatini,Africa,Africa,2008,female_suicide,30.1,1,highest,Female
Lesotho,Africa,Africa,2008,female_suicide,25.9,2,highest,Female
Zimbabwe,Africa,Africa,2008,female_suicide,19.4,3,highest,Female
Botswana,Africa,Africa,2008,female_suicide,14.3,4,highest,Female
South Africa,Africa,Africa,2008,female_suicide,12.9,5,highest,Female
Central African Rep.,Africa,Africa,2008,female_suicide,6.9,6,highest,Female
Morocco,Africa,Africa,2008,female_suicide,6.7,7,highest,Female
Congo,Africa,Africa,2008,female_suicide,6.3,8,highest,Female
Equatorial Guinea,Africa,Africa,2008,female_suicide,6.2,9,highest,Female
Eritrea,Africa,Africa,2008,female_suicide,6.2,10,highest,Female
Sao Tome and Principe,Africa,Africa,2008,female_suicide,0.9,1,lowest,Female
Dominican Republic,Africa,Africa,2008,female_suicide,1.7,2,lowest,Female
Seychelles,Africa,Africa,2008,female_suicide,1.7,3,lowest,Female
Ghana,Africa,Africa,2008,female_suicide,2,4,lowest,Female
Mauritius,Africa,Africa,2008,female_suicide,2,5,lowest,Female
South Sudan,Africa,Africa,2008,female_suicide,2,6,lowest,Female
Tunisia,Africa,Africa,2008,female_suicide,2.3,7,lowest,Female
Mauritania,Africa,Africa,2008,female_suicide,2.4,8,lowest,Female
Algeria,Africa,Africa,2008,female_suicide,2.5,9,lowest,Female
Nigeria,Africa,Africa,2008,female_suicide,2.6,10,lowest,Female
Eswatini,Africa,Africa,2007,both_suicide,53.9,1,highest,All
